Category,WordPress Path,WordPress Title,WordPress Type,New Site Path (Client),New Site Path (Actual),Redirect Implemented,Client Decision,Discrepancy,Notes
Blog Post,"=HYPERLINK(""https://grounded.world/sustainability-marketing/learn-about-composting-a-radical-act-of-mental-health-through-circularity/"",""/sustainability-marketing/learn-about-composting-a-radical-act-of-mental-health-through-circularity/"")",Learn About Composting,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/learn-about-composting-a-radical-act-of-mental-health-through-circularity"",""/resources/articles/learn-about-composting-a-radical-act-of-mental-health-through-circularity"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/learn-about-composting-a-radical-act-of-mental-health-through-circularity"",""/resources/articles/learn-about-composting-a-radical-act-of-mental-health-through-circularity"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/sustainability-marketing/stopping-plastic-pollution-shouldnt-be-this-hard-david-katz/"",""/sustainability-marketing/stopping-plastic-pollution-shouldnt-be-this-hard-david-katz/"")",Stopping Plastic Pollution Shouldn't Be This Hard,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/stopping-plastic-pollution-shouldnt-be-this-hard-david-katz"",""/resources/articles/stopping-plastic-pollution-shouldnt-be-this-hard-david-katz"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/stopping-plastic-pollution-shouldnt-be-this-hard-david-katz"",""/resources/articles/stopping-plastic-pollution-shouldnt-be-this-hard-david-katz"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/sustainability-marketing/sustainability-buzzwords/"",""/sustainability-marketing/sustainability-buzzwords/"")",Sustainability Buzzwords,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/sustainability-buzzwords"",""/resources/articles/sustainability-buzzwords"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/sustainability-buzzwords"",""/resources/articles/sustainability-buzzwords"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/sustainability/top-5-brands-helping-keep-our-oceans-clean-plastic-free/"",""/sustainability/top-5-brands-helping-keep-our-oceans-clean-plastic-free/"")",Top 5 Brands Helping Keep Our Oceans Clean,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/top-5-brands-helping-keep-our-oceans-clean-plastic-free"",""/resources/articles/top-5-brands-helping-keep-our-oceans-clean-plastic-free"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/top-5-brands-helping-keep-our-oceans-clean-plastic-free"",""/resources/articles/top-5-brands-helping-keep-our-oceans-clean-plastic-free"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/template/brand-storytelling-how-purpose-driven-narratives-build-commercial-value/"",""/template/brand-storytelling-how-purpose-driven-narratives-build-commercial-value/"")",Brand Storytelling: Purpose-Driven Narratives,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/brand-storytelling-how-purpose-driven-narratives-build-commercial-value"",""/resources/articles/brand-storytelling-how-purpose-driven-narratives-build-commercial-value"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/brand-storytelling-how-purpose-driven-narratives-build-commercial-value"",""/resources/articles/brand-storytelling-how-purpose-driven-narratives-build-commercial-value"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Category Landing,"=HYPERLINK(""https://grounded.world/activating-brand-purpose-and-sustainability/"",""/activating-brand-purpose-and-sustainability/"")",Category: Activating Brand Purpose,category,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles"",""/resources/articles"")",n/a,No,,No,WP category index - needs redirect
Category Landing,"=HYPERLINK(""https://grounded.world/brand-activation/"",""/brand-activation/"")",Category: Brand Activation,category,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles"",""/resources/articles"")",n/a,No,,No,WP category index - needs redirect
Category Landing,"=HYPERLINK(""https://grounded.world/brand-purpose-agency/"",""/brand-purpose-agency/"")",Category: Brand Purpose Agency,category,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles"",""/resources/articles"")",n/a,No,,No,WP category index - needs redirect
Category Landing,"=HYPERLINK(""https://grounded.world/activism/"",""/activism/"")",Category: Activism,category,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles"",""/resources/articles"")",n/a,No,,No,WP category index - needs redirect
Category Landing,"=HYPERLINK(""https://grounded.world/brand-activism-and-storytelling/"",""/brand-activism-and-storytelling/"")",Category: Brand Activism and Storytelling,category,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles"",""/resources/articles"")",n/a,No,,No,WP category index - needs redirect
Category Landing,"=HYPERLINK(""https://grounded.world/featured/"",""/featured/"")",Category: Featured,category,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles"",""/resources/articles"")",n/a,No,,No,WP category index - needs redirect
Category Landing,"=HYPERLINK(""https://grounded.world/social-impact/"",""/social-impact/"")",Category: Social Impact,category,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles"",""/resources/articles"")",n/a,No,,No,WP category index - needs redirect
Category Landing,"=HYPERLINK(""https://grounded.world/sustainability-marketing/"",""/sustainability-marketing/"")",Category: Sustainability Marketing,category,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles"",""/resources/articles"")",n/a,No,,No,WP category index - needs redirect
Category Landing,"=HYPERLINK(""https://grounded.world/sustainability/"",""/sustainability/"")",Category: Sustainability,category,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles"",""/resources/articles"")",n/a,No,,No,WP category index - needs redirect
Category Landing,"=HYPERLINK(""https://grounded.world/template/"",""/template/"")",Category: Template,category,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles"",""/resources/articles"")",n/a,No,,No,WP category index - needs redirect
Open Question,/itshouldntbethishard/,PODCAST,page,,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/itshouldntbethishard"",""/itshouldntbethishard"")",n/a (same path),Strategy undecided,Yes - Phil may be stopping podcast per Matt (March 3),Matt said Phil is planning on stopping the podcast. Action item from March 20: confirm podcast strategy w/ Phil & Heidi. Page also accessible at /resources/podcast.
Open Question,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/project"",""/project/"")",Projects vs Our Work,page,/our-work/,Both /project/ and /our-work/ exist,No,,Yes - duplicate URL paths,Alec noticed /project/{slug} and /our-work/{slug} both exist. May need redirect from /project/ to /our-work/.
